Date,101 HK,1038 HK,11 HK,12 HK,16 HK,17 HK,19 HK,2 HK,2388 HK,267 HK,293 HK,3 HK,330 HK,4 HK,494 HK,5 HK,551 HK,6 HK,66 HK,762 HK,8 HK,83 HK,883 HK,941 HK,992 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1898 HK,1299 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,2018 HK,175 HK
4/6/2016,14.18,75,134.2,39.215,91.4,7.34,81.5,69.95,22.75,11.56,12.92,11.686,6.97,39.978,4.56,45.95,26.75,78.85,37.7,9.95,5.11,11.7,8.59,84.9,5.69,3.38,182.6,4.83,5,3.08,4.11,18.1,35.25,4.84,11.64,23.8,4.85,2.58,159,14.18,3.23,42.45,29.65,6.72,27.25,12.26,45.8,99.8,58,3.87
4/7/2016,14.32,74.65,134.8,39.298,91.9,7.36,81.75,70.1,22.85,11.4,12.72,11.736,6.87,39.629,4.52,45.8,26.95,79.05,38.4,9.86,5.09,11.74,8.78,86.25,5.75,3.5,185.2,4.83,4.99,3.05,4.07,17.92,35,4.78,11.74,23.75,4.88,2.59,161.8,14.4,3.21,42.65,29.75,6.81,27.1,12.4,45.55,99.25,59.35,3.76
4/8/2016,14.42,74.95,133.9,39.339,92.8,7.39,82.55,70.5,22.9,11.58,12.78,11.802,6.8,40.825,4.54,46,27.4,79.45,38.65,9.92,5.13,11.78,8.95,86.35,5.91,3.45,185.6,4.88,5.06,3.08,4.11,18.06,35.05,4.86,11.78,24.05,4.88,2.57,160,14.66,3.2,43.25,29.6,6.75,27.75,12.22,46.05,99,58,3.9
4/11/2016,14.56,74.8,135.5,39.669,93.7,7.46,83.45,70.1,22.95,11.62,12.82,11.868,6.78,41.124,4.67,46.2,27.85,78.65,37.95,9.95,5.16,12.1,9.1,85.75,5.88,3.41,187.2,4.92,5.13,3.09,4.14,18.24,35.45,4.91,12.2,24.15,4.91,2.68,159.5,14.8,3.4,43.1,29.45,6.75,27.5,12.42,46.55,98.95,57.95,3.92
4/12/2016,14.52,74.5,135.4,40.041,94.8,7.57,84.45,70.95,23.05,11.84,12.78,12,6.8,41.623,4.68,45.95,27.6,78.95,37.75,9.85,5.2,12.3,9.15,85.95,6.04,3.38,188,4.94,5.16,3.1,4.15,18.26,35.4,4.89,12.72,24,4.97,2.67,160,14.8,3.44,43.45,29.4,6.81,27.7,12.5,46.75,97.6,58.2,3.91
4/13/2016,15.42,74.45,137.8,41.074,96.55,7.71,82.9,71.3,23.9,12.32,13.18,12.298,6.89,42.52,4.86,48.05,27.5,80.05,38.35,9.98,5.2,12.94,9.72,88.45,6.2,3.44,193.7,5.05,5.41,3.21,4.32,19.16,37.55,5.08,13.42,24.8,5.33,2.73,164.5,15.06,3.64,44.6,30.3,7.05,28.85,12.84,47.5,99.2,59.35,3.92
4/14/2016,15.74,73.85,138.8,41.322,97.2,7.8,83.7,72,24.1,12.24,13.28,12.281,7,42.969,4.8,49,27.45,80.2,38.6,10.04,5.19,12.68,9.67,89.8,6.43,3.43,193.9,5.08,5.41,3.24,4.33,19.74,38.25,5.08,13.48,25.25,5.34,2.72,165,15.28,3.74,45.7,30.85,6.91,29.05,13.02,47,99,58.05,3.92
4/15/2016,15.76,73.65,139.2,41.364,97.6,7.79,84.25,72.1,24.2,12.24,13.24,12.314,7.02,42.57,4.83,49.3,27.4,80.35,38.55,10,5.18,12.56,9.73,89.85,6.46,3.42,192.8,5.07,5.31,3.24,4.35,19.74,37.85,5.07,13.18,25.05,5.33,2.71,165.3,14.84,3.75,44.95,30.35,6.71,28.8,13.56,47.3,99.3,58.55,3.88
4/18/2016,15.76,74.3,139,40.826,97.3,7.82,83.6,71.9,24,12.14,13.2,12.331,6.9,41.623,4.88,48.95,27.15,80.2,38.45,9.93,5.22,12.36,9.57,90,6.42,3.43,192.7,5.02,5.24,3.19,4.28,19.36,37.4,5,13.34,24.85,5.23,2.62,165.7,14.54,3.61,44.6,30.05,6.75,28.7,13.4,47.2,97.45,57.85,3.87
4/19/2016,15.96,74.45,140.3,41.24,98,7.85,83.6,72.95,24.3,12.2,13.34,12.446,6.84,42.819,4.85,50.75,27.35,81,38.75,9.74,5.32,12.5,9.79,89.55,6.52,3.44,196,5.08,5.33,3.26,4.38,19.6,37.9,5.08,13.76,24.95,5.43,2.69,165.7,14.48,3.75,45.1,30.75,6.89,29.45,13.76,47.8,97.4,56.4,4.11
4/20/2016,16.02,74.35,140.7,41.033,98.2,7.91,84.1,72.65,24.3,12.06,13.26,12.066,7.01,42.869,4.98,50.65,26.4,80.15,38.5,9.45,5.22,12.36,9.65,88.7,6.36,3.46,196,5.04,5.28,3.24,4.34,19.24,37.4,5.02,13.36,24.85,5.35,2.69,161.9,14.24,3.59,44.65,30.55,6.71,29.05,13.36,47.7,97.15,55.05,4.07
4/21/2016,16.16,75.25,142,41.529,98.65,7.95,84.8,72.4,24.55,12.2,13.4,12.231,7.04,43.268,5,52.9,26.85,80,38.7,9.55,5.25,12.44,10.18,91.9,6.41,3.47,201,5.11,5.49,3.26,4.39,19.08,37.75,5.11,13.66,25.1,5.55,2.75,163.5,14.34,3.71,45.95,29.05,6.9,28.3,13.78,48.25,97.5,55.2,4.04
4/22/2016,16.12,75.2,140.7,40.95,98.6,7.88,84.6,72.5,24.3,12.1,13.3,12.066,7,42.57,4.98,52.15,27.35,78.15,38.45,9.41,5.23,12.36,10.08,91.3,6.33,3.47,204,5.05,5.42,3.2,4.31,18.8,37.5,5.06,13.26,24.9,5.6,2.64,162.8,14.16,3.64,46.8,28.3,6.9,27.5,13.56,48.2,96.9,55.75,4.06
4/25/2016,16.08,74.95,140.7,41.198,98.35,7.85,84.45,72.9,24.2,11.96,13.18,12.05,6.85,43.218,4.87,51.45,27.5,77.7,38.7,9.29,5.28,12.36,10.02,90.5,6.38,3.4,199.7,4.98,5.38,3.17,4.25,18.52,36.9,5,13.06,24.75,5.61,2.61,159.9,13.8,3.67,47.3,28.15,6.89,27.75,13.4,48.2,96.4,55,4
4/26/2016,16.04,74.1,141.5,41.653,99.1,7.82,84.7,72.7,24.55,11.66,12.96,12.116,6.79,43.517,4.91,52.25,28,76.6,38.45,9.36,5.36,12.46,9.93,91.05,6.47,3.27,200.4,5.01,5.48,3.2,4.23,18.62,37,5.04,13.18,24.85,5.62,2.61,161.8,13.4,3.68,47.3,28.55,6.93,28.2,13.4,48.75,95.4,55.05,4.09
4/27/2016,15.66,74,142.2,41.116,98.95,7.82,84.7,72.1,23.8,11.54,12.82,12.017,6.87,42.719,4.93,52.65,27.9,75.2,38.3,9.38,5.3,12.26,9.95,91.6,6.38,3.33,199.2,5.04,5.5,3.2,4.23,18.52,37.4,5.06,13.08,24.85,5.81,2.69,159.5,13.26,3.7,47.35,28.1,6.97,27.6,13.3,48,94.55,53.65,4
4/28/2016,15.76,74.25,144.3,41.322,99,7.88,85.4,73.1,23.5,11.54,12.2,12.116,6.76,43.118,4.99,52.2,28.4,74.5,38.8,9.24,5.31,12.48,9.89,91.45,6.4,3.38,198.2,5.07,5.6,3.23,4.27,18.42,37,5.06,13.14,25,5.92,2.67,161,13.32,3.69,47.1,28.2,7,26.9,13.3,48.1,94.2,54.5,3.93
4/29/2016,15.48,73.35,141,40.083,98.05,7.74,84.35,71.75,23.25,11.36,12.4,11.967,6.8,41.972,4.81,51.8,28.3,73.95,38.4,9.16,5.26,12.22,9.66,88.95,6.17,3.33,196.3,4.99,5.53,3.17,4.21,18.06,36.65,4.91,13.12,24.75,5.71,2.6,158.9,13.14,3.68,46.7,27.8,6.76,26.2,13.18,47.15,93,53.95,3.87
5/2/2016,15.48,73.35,141,40.083,98.05,7.74,84.35,71.75,23.25,11.36,12.4,11.967,6.8,41.972,4.81,51.8,28.3,73.95,38.4,9.16,5.26,12.22,9.66,88.95,6.17,3.33,196.3,4.99,5.53,3.17,4.21,18.06,36.65,4.91,13.12,24.75,5.71,2.6,158.9,13.14,3.68,46.7,27.8,6.76,26.2,13.18,47.15,93,53.95,3.87
5/3/2016,14.8,72.65,139,39.215,94.2,7.48,83.65,72.7,22.5,11.22,12.22,11.818,6.68,41.324,4.75,51.5,27.8,74.8,38.2,9.07,5.29,12.1,9.43,87.9,5.89,3.3,187.5,4.87,5.39,3.12,4.1,17.66,35.8,4.81,12.82,24.2,5.63,2.57,155.3,12.98,3.58,45.45,28,6.68,25.9,13.32,46.65,92.4,54.25,3.76
5/4/2016,14.88,73.45,138.8,39.628,93.95,7.56,82.95,71.95,22.15,11.22,12.28,11.851,6.79,41.573,4.71,50.15,28.7,76,38.2,9.07,5.28,12.04,9.12,88.05,5.86,3.24,187.5,4.86,5.25,3.08,4.05,17.48,36,4.79,12.6,23.7,5.57,2.53,154.5,13.2,3.48,44.9,27.45,6.49,25.55,12.92,46.7,93,53.9,3.83
5/5/2016,14.62,75.2,139,39.05,93.2,7.44,83,72.15,22.35,11.1,12.28,11.868,6.86,41.224,4.65,49.45,28.95,76.65,38.5,9.02,5.18,11.9,9.11,87.9,5.78,3.19,188.4,4.83,5.21,3.07,4.03,17.34,35.45,4.76,12.4,23.5,5.54,2.5,153.2,12.98,3.41,45.8,27.55,6.37,25.6,12.62,47.05,92.6,52.4,3.75
5/6/2016,14.4,74.6,137.1,38.14,91.55,7.23,82.35,72.25,22.1,10.98,12.22,11.835,6.75,40.426,4.46,48.35,28,76.45,38.55,8.78,5.26,11.6,8.9,85.85,5.64,2.52,184.9,4.76,5.17,3.02,3.98,16.98,34.55,4.67,12.24,22.85,5.36,2.48,153.9,12.92,3.31,44.45,26.95,6.22,24.45,12.3,46.1,92.7,51.9,3.66
5/9/2016,14.42,74.45,137.8,38.595,92.55,7.27,82.6,72.85,22.05,11.08,12.1,12.017,6.71,41.673,4.41,48.4,28.35,76.45,38.5,8.81,5.12,11.64,8.94,85.6,5.7,2.48,184.7,4.74,5.19,3.02,3.96,16.94,34.45,4.68,12.16,22.65,5.35,2.43,155.1,12.96,3.19,44.55,27.2,6.21,24.65,12.56,47.05,92.55,54.65,3.65
5/10/2016,14.4,75.45,137.3,38.595,93,7.21,82.2,73.7,22.35,10.96,12.28,12.083,6.65,41.722,4.43,48.75,28.3,77.55,38.4,8.84,5.14,11.6,8.93,87,5.23,2.57,185.8,4.75,5.19,3.05,3.99,17,34.7,4.71,12.24,22.35,5.36,2.42,156.4,12.9,3.18,44.4,27.45,6.15,24.6,12.74,47.2,93.85,54.6,3.66
5/11/2016,14.2,75.15,137.1,38.182,91.25,7.21,82.55,73,22.4,10.78,12.16,11.95,6.52,41.124,4.38,48.2,28.3,76.95,38.4,8.82,5.11,11.4,8.95,86,5.24,2.53,185.8,4.72,5.14,3.02,3.95,16.74,34.3,4.63,11.98,22.15,5.32,2.43,156.5,12.8,3.17,43.45,27.55,6.05,24.8,12.38,46.4,93.05,56.15,3.72
5/12/2016,14.02,74.8,135.3,37.355,90,7.12,80.95,72.3,22.25,11,12.22,11.934,6.46,41.523,4.31,47.8,29.05,74.9,38.45,8.84,5.09,11.34,9.05,85.7,5.15,2.55,181.6,4.68,5.13,3,3.92,16.56,34.1,4.61,11.9,22.15,5.36,2.41,154.2,12.76,3.12,43.2,27.35,6.21,25.15,12.24,47.3,92.2,57.7,3.68
5/13/2016,13.9,75.1,132.6,36.777,87,7.07,80.85,70,21.65,10.92,12.12,11.835,6.28,41.573,4.15,47.3,28.35,75.45,38.25,8.88,5.02,11.14,8.89,83.95,5,2.47,179.5,4.62,5.09,2.98,3.87,16.44,33.6,4.55,11.5,21.7,5.29,2.36,155.1,12.6,2.99,43,27.2,6.03,24.85,12.3,46.8,91.15,58.75,3.65
5/16/2016,13.86,74.9,132.7,36.57,86.6,7.03,81.6,70.1,21.75,10.92,12.24,11.851,6.26,41.274,4.21,47.95,29,75.4,38.3,8.9,4.98,11.26,8.96,85.3,5.17,2.47,179.7,4.58,5.1,2.98,3.87,16.44,33.55,4.54,11.8,21.85,5.29,2.45,159.9,12.5,2.99,43.65,27.45,6,24.85,12.62,46.8,91.45,59.95,3.67
5/17/2016,14.02,73,133.7,37.149,88.35,7.09,82.1,71.25,22.25,10.9,12.22,11.934,6.3,41.523,4.25,49.2,29.45,73.15,38.85,8.71,5.06,11.38,9.23,85.7,5.16,2.48,182.9,4.63,5.21,3.02,3.9,16.8,34,4.54,11.86,22.25,5.42,2.43,162.9,12.52,3.12,43.85,27.65,6.15,24.95,12.54,46.95,91.95,60.65,3.79
5/18/2016,13.7,72.8,132.8,36.529,87.1,7.05,81.45,71.1,21.85,10.94,12,11.868,6.22,41.374,4.25,48.5,29.35,73.2,38.65,8.52,5.1,11.28,9.17,84,5.01,2.53,179.9,4.55,5.15,2.99,3.85,16.64,33.55,4.51,11.54,22.1,5.3,2.36,161.1,12.28,3.07,43.05,27.1,6.13,24.3,12.36,46.55,89.1,60,3.86
5/19/2016,13.8,72.15,132.4,36.116,86.25,7.01,81.5,70.9,22.2,10.9,11.86,11.818,6.16,41.174,4.27,49.25,28.3,73.9,39.1,8.36,5.04,11.18,9.04,83.4,5.01,2.61,177.7,4.52,5.11,2.97,3.83,16.46,33.25,4.48,11.44,21.75,5.21,2.33,157.2,12.1,2.99,42.7,27.25,6.07,24.25,12.3,45.8,88.45,60.25,3.89
5/20/2016,14.16,72.4,134.7,37.066,87.8,7.13,81.05,71.6,22.45,10.9,12.12,11.917,6.28,41.673,4.29,48.7,29.4,75.3,36.1,8.48,5.04,11.46,9.07,84.4,4.97,2.63,178.1,4.56,5.16,3.01,3.87,16.58,33.4,4.51,11.76,22.5,5.24,2.32,158.5,12.72,3.05,43.15,27.55,6.11,24.35,12.24,47.05,89.2,59.95,3.83
5/23/2016,14.22,72.25,133.4,36.736,86.95,7.11,80.65,71.3,22.9,10.94,12.06,11.835,6.2,41.224,4.09,48.2,28.75,76.4,35.85,8.44,5.02,11.4,9.05,84.85,4.88,2.61,177.4,4.61,5.1,3.03,3.88,16.5,33.15,4.55,11.86,22.5,5.2,2.28,159.1,12.54,3.09,43.2,27.3,6.09,23.8,12.1,46.4,88.15,60,3.84
5/24/2016,14.12,72,133.6,36.612,86.45,7.05,80.4,71.65,23.05,10.9,12.24,11.967,6.06,41.025,3.99,48.5,28.95,76.1,35.85,8.21,4.95,11.5,8.86,84.1,4.86,2.59,176.4,4.68,5.07,3.03,3.9,16.48,32.9,4.57,11.84,22.5,5.13,2.27,160.5,12.4,3.03,42.85,27.9,6.1,25,12.22,46.45,88.75,60,3.8
5/25/2016,14.52,72.2,137.1,37.727,88.1,7.21,82.35,72.6,23.3,11.2,12.28,12.033,6.09,41.374,4,50.35,29.1,76.55,36.35,8.39,5.06,11.66,9.18,87.2,5,2.65,178.7,4.86,5.25,3.13,4.02,16.8,33.6,4.68,12.56,22.95,5.33,2.3,164.5,12.06,3.31,44.3,28.75,6.18,25.75,12.54,47.25,89.9,60.55,3.87
5/26/2016,14.54,73,137.3,37.521,88.65,7.23,82.95,72.7,23.35,11.16,12.38,12.083,6.15,41.274,4,50.85,29,76.15,36.15,8.4,5.03,11.62,9.37,86.95,4.98,2.7,178.4,4.86,5.32,3.11,4.02,16.82,33.45,4.68,12.58,23,5.35,2.32,163.8,11.86,3.44,44.5,29.05,6.26,25.75,12.88,47.2,89.6,58.85,3.92
5/27/2016,14.7,72.95,137.2,37.769,89.25,7.33,83.4,73.1,23.25,11.08,12.3,12.198,6.21,41.324,3.96,50.85,29,76.7,36.3,8.26,5.03,11.72,9.44,87.15,4.79,2.66,182.3,4.94,5.29,3.14,4.08,16.92,33.65,4.77,12.44,23.05,5.35,2.33,171.2,11.54,3.38,44.85,28.95,6.26,25.75,12.78,46.85,90.35,59,4.01
5/30/2016,14.72,72.95,137.4,38.388,90.95,7.33,83.5,72.75,23.7,11.18,12.12,12.264,6.17,41.772,3.96,50.8,28.7,75.7,36.35,8.43,5.05,11.8,9.26,88,4.76,2.67,183.1,4.97,5.35,3.16,4.1,17.06,33.9,4.75,12.32,23.25,5.32,2.36,169.9,11.94,3.41,44.8,29.55,6.31,26.1,12.48,47.15,90.3,62.6,4.05
5/31/2016,14.84,72.7,137.9,38.967,91.4,7.34,83.8,73.3,23.9,11.28,12.16,12.331,6.27,41.922,3.96,51.2,29.3,75.35,36.85,8.39,5.07,11.9,9.28,88.6,4.77,2.54,186,5.01,5.3,3.16,4.12,17.38,34.7,4.81,12.34,23.35,5.34,2.35,173.3,12.2,3.49,45.45,29.8,6.36,26.1,12.86,47.75,90.2,62.9,4.11
6/1/2016,14.78,73.05,139.1,38.802,91.7,7.38,85.1,71.95,23.8,11.08,12.24,12.397,6.22,42.022,3.99,50.35,28.9,74.85,37.05,8.63,5.12,11.98,9.46,90.4,4.75,2.61,185.7,5,5.4,3.17,4.12,17.36,34.7,4.83,12.36,23.5,5.37,2.36,170.4,12.22,3.41,45.6,27.8,6.41,25.5,12.76,47.1,89.15,62.75,4.12
6/2/2016,14.8,73.1,139.9,39.215,92.2,7.4,85,73.35,23.95,10.96,12.26,12.595,6.25,42.321,3.96,50.5,29.3,74.7,37.25,8.55,5.11,12.04,9.5,89.25,4.56,2.59,188.2,5.11,5.41,3.2,4.16,17.46,34.9,4.85,12.46,23.45,5.42,2.38,170.2,12.18,3.49,45.9,27.95,6.42,26.15,13.56,46.8,90.35,64.8,4.12
6/3/2016,15.06,73.3,140.1,40.083,92.7,7.47,86.05,73.8,24.05,11.12,12.28,12.744,6.13,43.168,4.05,50.8,30.05,75.5,37.25,8.55,5.1,12.08,9.53,88.1,4.68,2.63,190,5.09,5.42,3.22,4.19,17.56,35.05,4.89,12.74,23.5,5.38,2.38,170.8,12.44,3.56,46.15,27.7,6.43,26.15,13.58,48.1,91.35,64.05,4.07
6/6/2016,15.34,74.25,140.7,39.182,92.95,7.49,86.95,74.35,24.2,11.28,12.16,12.826,6.11,45.411,4,50.1,30.25,76.55,37.4,8.44,5.24,12.2,9.6,88.15,4.63,2.67,191.7,5.18,5.44,3.25,4.18,17.5,34.95,4.94,12.82,23.75,5.45,2.38,173.8,12.64,3.55,46.1,27.25,6.45,25.5,13.36,48.5,92.1,64.45,4.18
6/7/2016,15.44,74.15,141.2,38.636,94.95,7.53,87.5,75.3,24.65,11.5,12.32,12.793,6.2,45.86,4.11,50.85,31.1,77.05,37.8,8.69,5.22,12.46,9.82,91.1,4.72,2.69,193.9,5.23,5.51,3.28,4.26,17.32,35.55,5.06,13.18,24.25,5.59,2.46,176.6,12.9,3.66,46.6,27.35,6.62,24.85,13.74,49.25,92.7,67.5,4.34
6/8/2016,15.44,74.05,139.9,38.773,94.05,7.52,88.2,76.55,23.85,11.48,12.28,12.893,6.24,45.86,4.08,50.5,31.45,77.5,37.95,8.71,5.2,12.26,9.75,90.35,4.78,2.64,191.5,5.21,5.65,3.31,4.28,17.28,35.6,5.09,13.08,24.45,5.72,2.44,175.9,13.04,3.56,46.5,27.25,6.67,24.9,13.92,49.65,92.5,65.6,4.24
6/9/2016,15.44,74.05,139.9,38.773,94.05,7.52,88.2,76.55,23.85,11.48,12.28,12.893,6.24,45.86,4.08,50.5,31.45,77.5,37.95,8.71,5.2,12.26,9.75,90.35,4.78,2.64,191.5,5.21,5.65,3.31,4.28,17.28,35.6,5.09,13.08,24.45,5.72,2.44,175.9,13.04,3.56,46.5,27.25,6.67,24.9,13.92,49.65,92.5,65.6,4.24
6/10/2016,15.12,74.35,136.9,38.682,92.8,7.54,87,76.6,23.7,11.2,12.08,12.691,6.23,45.461,3.93,49.35,31.05,77.45,38,8.61,5.13,12.38,9.59,89.05,4.88,2.58,186.9,5.13,5.56,3.26,4.19,16.98,34.95,4.97,12.86,23.8,5.66,2.41,175.1,11.72,3.42,46.65,26.85,6.4,25.05,14.02,50.75,91.85,63.9,4.16
6/13/2016,14.78,72.45,133.8,37.864,90.4,7.39,85,75.15,23.2,10.86,11.9,12.382,6.23,44.215,3.76,47.9,30.25,75.9,37.6,8.25,5.1,12.04,9.39,87.3,4.9,2.52,183.4,5.06,5.38,3.19,4.11,16.6,34.1,4.84,12.52,23.65,5.41,2.35,169.5,11.4,3.4,44.95,26.35,6.33,24,13.22,51.05,89.85,62.45,4.17
6/14/2016,14.74,71.85,132.7,37.636,89.95,7.32,84.95,75.1,23,10.82,11.98,12.164,6.18,44.265,3.68,47.25,29.15,74.15,37,8.19,5.03,11.96,9.41,86.8,4.72,2.52,183.3,5.08,5.31,3.21,4.13,16.48,33.85,4.87,12.44,23.2,5.34,2.36,168.3,11.22,3.37,44.7,26.15,6.27,23.7,13.16,49.9,89.05,63.5,4.18
6/15/2016,14.7,71.5,131.8,37.5,89.5,7.36,85.35,76.4,22.9,10.8,11.88,12.273,6.1,44.464,3.64,47.35,29.2,73.35,37.25,8.05,5.04,12.1,9.44,86.3,4.8,2.53,181.5,5.15,5.31,3.21,4.11,16.46,33.75,4.9,12.56,23.1,5.3,2.36,173,11.34,3.52,45,26.35,6.36,23.9,13.34,50.85,88.6,64.85,4.24
6/16/2016,14.44,70.3,129.8,36.682,87.75,7.19,84.15,75.45,22.5,10.8,11.5,12,6.03,44.115,3.56,46.4,29.35,71.15,36.85,7.8,4.98,11.84,9.1,84.5,4.66,2.52,178.9,5.08,5.15,2.96,4.05,16.28,33.35,4.88,12.12,22.65,5.18,2.35,168.8,11.04,3.47,44.3,25.6,6.22,23.2,13.06,50.45,87.85,64.15,4.16
6/17/2016,14.7,71.3,130,36.909,87.35,7.32,83.8,74.9,22.55,10.82,11.7,12.055,5.9,43.916,3.55,47.7,29.3,70.85,37.2,7.92,4.96,12.04,9.03,84.9,4.74,2.47,179.2,5.05,5.16,2.96,4.11,16.42,33.75,4.97,12.6,22.8,5.19,2.37,168.9,11.1,3.63,44.6,25.95,6.16,23.25,13.08,50.9,88.7,65.6,4.21
6/20/2016,15.06,73.9,132,37.455,89.4,7.36,85.45,76,22.8,10.96,11.78,12.182,5.8,45.012,3.55,49.35,29.85,73.85,37.35,8.11,4.99,12.08,9.36,85.4,4.77,2.53,182.1,5.16,5.32,3,4.2,16.72,34.15,5.02,12.92,22.95,5.28,2.4,170.7,11.26,3.78,45.05,26,6.2,23.45,13.04,50.9,90.45,65.85,4.19
6/21/2016,15.1,73.5,132.2,37.545,88.95,7.46,85.6,76.2,22.9,11.14,11.9,12.236,5.96,45.71,3.58,49.8,29.5,73.3,37.45,8.17,4.96,12.22,9.59,86.55,4.73,2.52,182.8,5.2,5.43,3.03,4.29,16.74,34.3,5.04,12.94,23.05,5.31,2.42,172.9,11.24,3.73,45,25.9,6.19,23.35,13.04,50.55,91.05,67.15,4.16
6/22/2016,15.26,73.5,132.4,38,89,7.53,86.85,76.3,23.05,11.18,11.94,12.273,5.97,45.561,3.63,50.3,30.1,73.15,37.5,8.21,4.96,12.24,9.73,86.65,4.82,2.56,186.3,4.97,5.5,3.07,4.38,16.84,34.45,5.09,13.74,23.45,5.4,2.44,177.1,11.28,3.92,45.5,26.05,6.29,23.7,13.22,49.6,90.75,67.95,4.21
6/23/2016,15.24,73.95,132.3,38.045,88.95,7.6,87,75.95,23.2,11.18,12.02,12.164,6,45.611,3.59,50.8,31,73.5,37.6,8.21,4.99,12.18,9.67,86.95,4.79,2.6,186,4.98,5.48,3.06,4.45,16.98,34.6,5.11,13.62,23.45,5.42,2.43,176.1,11.36,3.89,46.2,26.55,6.3,23.95,13.18,49.5,91.65,66.2,4.22
6/24/2016,15.08,69.9,129.8,37.409,88.55,7.45,84.45,76.1,22.8,11,11.58,12.2,5.6,45.162,3.49,47.45,30.8,70,37.45,7.89,4.95,11.92,9.29,83.75,4.71,2.52,182.7,4.88,5.29,2.98,4.31,16.46,33.6,4.99,13.34,23.05,5.18,2.37,173.8,11.14,3.83,44.75,26,6.18,23.1,12.82,49.7,87,66.1,4.1
6/27/2016,14.96,66.5,130.7,37.455,88.75,7.5,85.55,75.85,22.6,10.96,11.1,12.491,5.47,45.71,3.36,46.65,30.4,68.15,38.05,7.93,5.07,12.1,9.18,85.5,4.66,2.48,184.4,4.95,5.35,3.01,4.41,16.32,33.35,5.04,13.8,23.25,5.1,2.43,170.9,11.22,4.01,44.5,25.65,6.2,22.75,12.8,51.65,83.5,63.25,4.2
6/28/2016,14.94,64.75,130.3,37.409,88.05,7.54,84.75,76.5,22.7,10.96,10.82,12.491,5.65,45.81,3.58,46.35,29.65,67.65,38.1,7.77,5.12,12.18,9.17,85.5,4.58,2.5,184.3,4.95,5.34,2.97,4.41,16.28,33.35,5.04,13.78,23,5.06,2.42,170.5,11,4.06,44.45,25.2,6.13,22.25,12.96,52.4,82,63,4.17
6/29/2016,15.24,65.7,131.3,38.636,90.7,7.66,86.15,79.25,22.95,11,11.1,12.618,5.74,46.657,3.64,46.95,29.6,68.6,38.65,7.82,5.15,12.54,9.35,87.7,4.66,2.46,186.4,5.03,5.46,3.03,4.24,16.44,33.6,4.81,14.06,23.05,5.18,2.43,172.4,11.28,4.09,44.9,25.3,6.29,22.4,13.04,53.95,82.85,64.15,4.17
6/30/2016,15.62,66.7,132.3,39.591,93.05,7.85,87.6,79,23.2,11.28,11.32,12.855,5.76,46.807,3.74,47.35,30.65,71.05,39.2,8.02,5.2,12.66,9.62,88.65,4.67,2.49,187.6,5.12,5.6,3.09,4.29,16.62,34.15,4.89,14.26,24.5,5.29,2.43,176.1,11.56,4.03,46.35,25.95,6.39,23,13.48,52.8,84.55,65.85,4.19
7/1/2016,15.62,66.7,132.3,39.591,93.05,7.85,87.6,79,23.2,11.28,11.32,12.855,5.76,46.807,3.74,47.35,30.65,71.05,39.2,8.02,5.2,12.66,9.62,88.65,4.67,2.49,187.6,5.12,5.6,3.09,4.29,16.62,34.15,4.89,14.26,24.5,5.29,2.43,176.1,11.56,4.03,46.35,25.95,6.39,23,13.48,52.8,84.55,65.85,4.19
7/4/2016,16.22,67.05,133.4,40.591,96.75,7.99,89.75,79.65,23.4,11.42,11.46,13.055,5.89,46.807,3.81,48.15,31.1,71.7,39.5,8.11,5.28,12.98,9.75,89.95,4.72,2.52,187.6,5.15,5.62,3.14,4.28,16.86,34.75,4.96,14.44,25.1,5.35,2.6,178.9,11.46,4.15,46.7,26.45,6.46,23.4,13.5,53.9,84.4,65.2,4.29
7/5/2016,15.66,65.15,132.9,39.591,97.55,7.9,88.25,78.95,23.1,11.26,11.34,12.873,5.64,47.056,3.68,47.35,31.1,70.5,39.5,8.01,5.22,12.86,9.57,88.6,4.66,2.49,184.9,5.11,5.52,3.08,4.2,16.66,33.95,4.89,14.06,24.9,5.23,2.57,176.4,11.24,4.05,46.2,25.5,6.39,22.55,13.2,53.35,83,65.5,4.27
7/6/2016,15.24,64.75,131.7,39.182,97,7.78,87.1,79.8,22.9,11.04,11.38,12.855,5.76,46.458,3.67,46.8,31,70.6,39.35,7.87,5.23,12.78,9.47,86.75,4.62,2.5,183.5,5.03,5.39,3.03,4.18,16.4,33.35,4.81,13.64,24.85,5.14,2.6,174.3,11.02,4.01,45.6,24.8,6.27,22.15,12.96,52.65,82.4,63.8,4.3
7/7/2016,15.46,64.65,132.4,40,98.15,7.91,87.25,79.75,23.25,11.16,11.28,12.891,5.72,46.657,3.66,47,32.95,71,39.65,8.12,5.35,12.82,9.62,88.45,4.66,2.52,184.3,5.11,5.49,3.06,4.19,16.48,33.45,4.91,14.14,25,5.26,2.64,176.3,10.88,4.06,45.9,25.25,6.23,22.45,13.3,53.4,83.35,65.2,4.44
